RED IR
200899 263405 
200909 263412 
200912 263457 
200926 263450 
200940 263494 
200928 263477 
200937 263527 
200942 263509 
200946 263562 
200966 263596 
200977 263596 
200976 263586 
201005 263629 
200981 263645 
201017 263647 
200990 263648 
201018 263697 
201011 263717 
201034 263728 
201026 263734 
201037 263746 
201015 263772 
201062 263777 
201056 263799 
201063 263827 
201036 263815 
201060 263841 
201085 263822 
201090 263840 
201072 263855 
201106 263870 
201083 263938 
201103 263921 
201104 263956 
201123 263945 
201089 263955 
201118 263977 
201084 263963 
201142 263949 
201084 263937 
201118 263870 
201063 263766 
201040 263714 
200975 263598 
200992 263523 
200906 263468 
200942 263420 
200871 263408 
200909 263338 
200857 263315 
200879 263293 
200843 263268 
200867 263248 
200814 263275 
200834 263246 
200815 263219 
200839 263234 
200801 263216 
200820 263179 
200784 263227 
200833 263225 
200811 263278 
200864 263217 
200842 263260 
200872 263263 
200844 263278 
200862 263258 
200824 263279 
200841 263252 
200799 263246 
200857 263234 
200814 263241 
200844 263266 
200836 263279 
200852 263252 
200841 263277 
200861 263286 
200849 263276 
200865 263280 
200856 263329 
200873 263331 
200843 263329 
200879 263374 
200864 263439 
200919 263403 
200890 263429 
200896 263440 
200908 263469 
200957 263501 
200934 263432 
200941 263503 
200908 263532 
200952 263525 
200934 263506 
200972 263545 
200972 263558 
200997 263625 
200958 263591 
200998 263650 
200984 263679 
201008 263670 
200986 263638 
201027 263678 
200994 263690 
201027 263753 
201021 263718 
201035 263729 
201030 263745 
201039 263763 
201029 263767 
201053 263802 
201056 263780 
201060 263758 
201037 263742 
201052 263686 
201009 263642 
200980 263498 
200907 263405 
200900 263303 
200812 263242 
200821 263190 
200785 263108 
200781 263090 
200773 263076 
200750 263066 
200715 263031 
200747 263034 
200738 263001 
200712 262982 
200700 262953 
200696 262919 
200689 262909 
200695 262901 
200697 262916 
200681 262888 
200671 262918 
200705 262929 
200687 262955 
200686 262917 
200716 262924 
200699 262958 
200699 262933 
200717 262932 
200697 262928 
200700 262943 
200700 262921 
200705 262909 
200688 262932 
200722 262932 
200694 262946 
200689 262951 
200718 262958 
200706 262957 
200700 262978 
200720 262986 
200730 262996 
200724 263045 
200753 263062 
200751 263052 
200774 263079 
200788 263082 
200767 263121 
200776 263108 
200771 263161 
200786 263154 
200799 263197 
200802 263234 
200813 263197 
200836 263225 
200827 263250 
200815 263264 
200843 263284 
200836 263309 
200881 263320 
200876 263312 
200856 263373 
200888 263361 
200886 263378 
200871 263396 
200887 263396 
200904 263413 
200898 263441 
200910 263458 
200900 263443 
200930 263490 
200940 263467 
200933 263489 
200965 263521 
200944 263521 
200958 263518 
200929 263552 
200968 263538 
200936 263516 
200897 263364 
200841 263317 
200831 263180 
200765 263100 
200749 262963 
200698 262889 
200677 262834 
200634 262788 
200654 262764 
200624 262741 
200605 262664 
200600 262734 
200618 262660 
200566 262625 
200589 262549 
200542 262594 
200577 262525 
200551 262516 
200560 262478 
200515 262505 
200567 262479 
200527 262518 
200542 262528 
200550 262559 
200550 262533 
200546 262539 
200555 262524 
200546 262544 
200566 262525 
200536 262520 
200570 262536 
200540 262549 
200555 262511 
200540 262566 
200555 262495 
200544 262573 
200577 262546 
200540 262565 
200569 262552 
200568 262552 
200584 262610 
200574 262643 
200588 262609 
200582 262674 
200614 262650 
200620 262672 
200645 262684 
200616 262758 
200640 262737 
200621 262760 
200638 262730 
200643 262808 
200667 262806 
200665 262850 
200674 262839 
200676 262884 
200685 262871 
200684 262960 
200734 262910 
200706 262966 
200721 262960 
200724 262979 
200718 263004 
200743 263071 
200760 263027 
200748 263061 
200751 263050 
200754 263077 
200773 263072 
200764 263106 
200796 263128 
200790 263185 
200815 263175 
200816 263197 
200836 263180 
200821 263270 
200829 263240 
200834 263305 
200848 263258 
200866 263305 
200841 263323 
200853 263360 
200866 263337 
200855 263389 
200894 263384 
200911 263429 
200908 263429 
200914 263498 
200912 263437 
200932 263486 
200916 263506 
200933 263531 
200934 263510 
200928 263558 
200934 263569 
200915 263531 
200893 263413 
200868 263327 
200779 263164 
200762 263037 
200694 262929 
200653 262838 
200633 262753 
200601 262696 
200586 262639 
200596 262678 
200566 262609 
200575 262629 
200540 262565 
200532 262575 
200547 262538 
200529 262522 
200517 262487 
200521 262470 
200492 262420 
200539 262427 
200497 262421 
200529 262397 
200509 262447 
200529 262424 
200487 262402 
200518 262464 
200511 262466 
200536 262471 
200489 262422 
200514 262451 
200486 262441 
200530 262467 
200473 262419 
200492 262435 
200499 262457 
200501 262418 
200492 262461 
200503 262456 
200518 262458 
200536 262483 
200476 262474 
200541 262507 
200507 262513 
200562 262590 
200542 262570 
200568 262587 
200531 262570 
200610 262622 
200557 262654 
200629 262633 
200578 262674 
200591 262643 
200575 262689 
200624 262729 
200582 262726 
200653 262775 
200611 262808 
200671 262764 
200641 262834 
200660 262838 
200637 262862 
200681 262888 
200661 262923 
200695 262945 
200640 262943 
200757 262932 
200685 262950 
200736 262960 
200683 263013 
200733 263005 
200689 263020 
200753 263005 
200701 263091 
200791 263075 
200736 263125 
200778 263122 
200726 263117 
200794 263138 
200750 263167 
200802 263175 
200769 263263 
200828 263251 
200775 263235 
200846 263246 
200812 263290 
200863 263288 
200787 263257 
200844 263188 
200728 263095 
200746 262959 
200648 262907 
200665 262783 
200569 262662 
200557 262597 
200512 262554 
200532 262502 
200504 262508 
200509 262443 
200475 262482 
200505 262422 
200449 262426 
200510 262359 
200454 262395 
200482 262357 
200419 262345 
200463 262312 
200419 262341 
200462 262324 
200408 262345 
200459 262360 
200425 262387 
200462 262384 
200457 262424 
200474 262413 
200455 262407 
200490 262369 
200459 262396 
200468 262364 
200462 262406 
200469 262394 
200428 262406 
200482 262362 
200475 262405 
200481 262399 
200476 262436 
200490 262455 
200471 262474 
200502 262509 
200479 262510 
200467 262509 
200494 262579 
200523 262540 
200540 262564 
200524 262577 
200550 262608 
200549 262594 
200576 262703 
200562 262652 
200591 262700 
200584 262682 
200594 262716 
200578 262770 
200642 262811 
200598 262806 
200661 262839 
200618 262847 
200633 262858 
200624 262900 
200663 262915 
200659 262926 
200676 262956 
200662 262962 
200724 263025 
200668 263016 
200716 263031 
200685 263026 
200738 263060 
200660 263071 
200741 263126 
200726 263101 
200779 263150 
200726 263128 
200780 263169 
200738 263150 
200798 263202 
200736 263233 
200821 263249 
200776 263241 
200849 263315 
200774 263301 
200846 263325 
200779 263357 
200846 263402 
200819 263377 
200852 263373 
200832 263388 
200886 263445 
200835 263452 
200890 263467 
200839 263484 
200901 263512 
200836 263489 
200911 263481 
200804 263383 
200852 263322 
200761 263213 
200761 263060 
200659 262990 
200651 262861 
200551 262776 
200590 262682 
200497 262653 
200562 262643 
200493 262579 
200538 262537 
200461 262529 
200518 262561 
200444 262519 
200496 262456 
200419 262482 
200465 262376 
200422 262377 
200478 262392 
200416 262361 
200448 262388 
200411 262400 
200477 262395 
200433 262429 
200472 262408 
200440 262449 
200474 262434 
200444 262426 
200467 262421 
200423 262463 
200465 262407 
200419 262429 
200466 262402 
200444 262427 
200475 262432 
200428 262467 
200489 262468 
200469 262507 
200480 262463 
200459 262504 
200511 262549 
200474 262577 
200511 262545 
200503 262603 
200540 262581 
200509 262635 
200521 262630 
200527 262676 
200547 262682 
200540 262726 
200571 262712 
200576 262770 
200602 262735 
200602 262785 
200578 262834 
200609 262883 
200626 262831 
200627 262920 
200635 262870 
200647 262979 
200665 262927 
200644 262957 
200665 262952 
200680 263024 
200673 263002 
200663 263057 
200679 263020 
200691 263107 
200717 263073 
200731 263133 
200724 263098 
200725 263165 
200738 263139 
200742 263219 
200757 263183 
200755 263234 
200780 263224 
200755 263288 
200781 263265 
200781 263349 
200785 263309 
200800 263365 
200802 263342 
200802 263390 
200810 263388 
200809 263455 
200833 263405 
200824 263460 
200837 263439 
200864 263494 
200871 263446 
200869 263528 
200855 263472 
200877 263475 
200857 263381 
200810 263347 
200756 263172 
200689 263097 
200669 262932 
200623 262895 
200608 262774 
200564 262731 
200539 262665 
200538 262696 
200534 262653 
200525 262631 
200500 262611 
200519 262607 
200502 262549 
200487 262633 
200500 262567 
200483 262533 
200470 262523 
200474 262521 
200489 262524 
200482 262561 
200485 262551 
200475 262583 
200449 262561 
200510 262598 
200490 262597 
200503 262586 
200501 262591 
200505 262609 
200508 262594 
200500 262577 
200505 262627 
200508 262603 
200495 262639 
200505 262638 
200506 262621 
200514 262590 
200534 262651 
200527 262664 
200514 262693 
200556 262704 
200538 262751 
200548 262716 
200556 262779 
200583 262755 
200582 262838 
200585 262846 
200591 262892 
200607 262856 
200609 262890 
200620 262881 
200643 262979 
200663 262930 
200654 262997 
200657 263004 
200635 263032 
200685 263044 
200680 263083 
200692 263062 
200709 263111 
200699 263071 
200681 263173 
200699 263107 
200730 263207 
200744 263161 
200729 263242 
200757 263197 
200757 263275 
200767 263221 
200755 263270 
200764 263258 
200772 263295 
200761 263277 
200783 263344 
200778 263346 
200786 263388 
200803 263366 
200787 263455 
200829 263421 
200830 263441 
200827 263423 
200862 263524 
200840 263465 
200852 263504 
200842 263422 
200805 263388 
200778 263206 
200742 263201 
200678 263035 
200634 262992 
200612 262867 
200579 262858 
200559 262787 
200553 262798 
200532 262726 
200551 262768 
200533 262703 
200533 262719 
200535 262629 
200516 262747 
200510 262625 
200524 262685 
200532 262643 
200495 262681 
200509 262594 
200501 262712 
200513 262672 
200525 262694 
200538 262692 
200539 262752 
200547 262794 
200541 262752 
200559 262713 
200551 262739 
200548 262731 
200514 262766 
200556 262706 
200547 262783 
200536 262724 
200552 262779 
200561 262774 
200571 262805 
200567 262814 
200565 262837 
200570 262816 
200590 262856 
200571 262858 
200617 262925 
200617 262895 
200604 262979 
200632 262964 
200638 263002 
200638 262952 
200645 263056 
200654 263003 
200682 263072 
200671 263053 
200703 263114 
200699 263080 
200702 263195 
200699 263132 
200715 263210 
200721 263199 
200746 263224 
200735 263239 
200746 263273 
200761 263294 
200769 263308 
200770 263315 
200789 263369 
200787 263334 
200788 263351 
200776 263343 
200795 263404 
200817 263393 
200815 263417 
200817 263431 
200812 263468 
200808 263486 
200828 263517 
200860 263494 
200838 263546 
200855 263542 
200837 263541 
200850 263554 
200867 263535 
200835 263431 
200807 263395 
200763 263294 
200710 263182 
200690 263070 
200634 262978 
200605 262921 
200588 262874 
200536 262820 
200577 262743 
200525 262732 
200533 262731 
200531 262687 
200515 262695 
200492 262700 
200505 262666 
200502 262647 
200481 262646 
200507 262599 
200494 262589 
200482 262576 
200455 262623 
200490 262633 
200492 262649 
200481 262649 
200501 262658 
200507 262654 
200513 262683 
200498 262687 
200504 262677 
200508 262690 
200505 262703 
200491 262704 
200512 262670 
200519 262680 
200499 262731 
200516 262701 
200537 262720 
200547 262750 
200537 262744 
200525 262775 
200546 262788 
200550 262804 
200600 262843 
200567 262856 
200603 262878 
200580 262884 
200607 262925 
200622 262939 
200617 262991 
200605 262992 
200630 263012 
200635 263036 
200656 263030 
200656 263082 
200669 263057 
200666 263111 
200711 263188 
200697 263142 
200704 263185 
200714 263174 
200717 263198 
200730 263214 
200721 263262 
200746 263308 
200753 263299 
200770 263332 
200762 263295 
200752 263344 
200757 263362 
200783 263382 
200776 263388 
200779 263407 
200786 263432 
200783 263419 
200792 263431 
200848 263455 
200806 263490 
200835 263481 
200850 263544 
